seq_no,ctd_section,title,xml_element,item_type,relative_path,comment
210,,Study Report 2,m4-2-3-4-2-short-or-medium-term-studies,file,m4/42-stud-rep/423-tox/4234-carcigen/42342-smt-stud/study-report-2.pdf,
211,,Study Report 3,m4-2-3-4-2-short-or-medium-term-studies,file,m4/42-stud-rep/423-tox/4234-carcigen/42342-smt-stud/study-report-3.pdf,
212,4.2.3.4.3,Other studies,m4-2-3-4-3-other-studies,directory,m4/42-stud-rep/423-tox/4234-carcigen/42343-other-stud,
213,,Study Report 1,m4-2-3-4-3-other-studies,file,m4/42-stud-rep/423-tox/4234-carcigen/42343-other-stud/study-report-1.pdf,
214,,Study Report 2,m4-2-3-4-3-other-studies,file,m4/42-stud-rep/423-tox/4234-carcigen/42343-other-stud/study-report-2.pdf,
215,,Study Report 3,m4-2-3-4-3-other-studies,file,m4/42-stud-rep/423-tox/4234-carcigen/42343-other-stud/study-report-3.pdf,
216,4.2.3.5,,m4-2-3-5-reproductive-and-developmental-toxicity,directory,m4/42-stud-rep/423-tox/4235-repro-dev-tox,"Reproductive and Developmental Toxicity (including range-finding studies and supportive toxicokinetics evaluations) (If modified study designs are used, the following subheadings should be modified accordingly)"
217,4.2.3.5.1,Fertility and early embryonic development,m4-2-3-5-1-fertility-and-early-embryonic-development,directory,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42351-fert-embryo-dev,
218,,Study Report 1,m4-2-3-5-1-fertility-and-early-embryonic-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42351-fert-embryo-dev/study-report-1.pdf,
219,,Study Report 2,m4-2-3-5-1-fertility-and-early-embryonic-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42351-fert-embryo-dev/study-report-2.pdf,
220,,Study Report 3,m4-2-3-5-1-fertility-and-early-embryonic-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42351-fert-embryo-dev/study-report-3.pdf,
221,4.2.3.5.2,Embryo-fetal development,m4-2-3-5-2-embryo-fetal-development,directory,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42352-embryo-fetal-dev,
222,,Study Report 1,m4-2-3-5-2-embryo-fetal-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42352-embryo-fetal-dev/study-report-1.pdf,
223,,Study Report 2,m4-2-3-5-2-embryo-fetal-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42352-embryo-fetal-dev/study-report-2.pdf,
224,,Study Report 3,m4-2-3-5-2-embryo-fetal-development,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42352-embryo-fetal-dev/study-report-3.pdf,
225,4.2.3.5.3,"Prenatal and postnatal development, including maternal function",m4-2-3-5-3-prenatal-and-postnatal-development-including-maternal-function,directory,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42353-pre-postnatal-dev,
226,,Study Report 1,m4-2-3-5-3-prenatal-and-postnatal-development-including-maternal-function,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42353-pre-postnatal-dev/study-report-1.pdf,
227,,Study Report 2,m4-2-3-5-3-prenatal-and-postnatal-development-including-maternal-function,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42353-pre-postnatal-dev/study-report-2.pdf,
228,,Study Report 3,m4-2-3-5-3-prenatal-and-postnatal-development-including-maternal-function,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42353-pre-postnatal-dev/study-report-3.pdf,
229,4.2.3.5.4,Studies in which the offspring (juvenile animals) are dosed and/or further evaluated,m4-2-3-5-4-studies-in-which-the-offspring-juvenile-animals-are-dosed-and-or-further-evaluated,directory,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42354-juv,
230,,Study Report 1,m4-2-3-5-4-studies-in-which-the-offspring-juvenile-animals-are-dosed-and-or-further-evaluated,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42354-juv/study-report-1.pdf,
231,,Study Report 2,m4-2-3-5-4-studies-in-which-the-offspring-juvenile-animals-are-dosed-and-or-further-evaluated,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42354-juv/study-report-2.pdf,
232,,Study Report 3,m4-2-3-5-4-studies-in-which-the-offspring-juvenile-animals-are-dosed-and-or-further-evaluated,file,m4/42-stud-rep/423-tox/4235-repro-dev-tox/42354-juv/study-report-3.pdf,
233,4.2.3.6,Local Tolerance,m4-2-3-6-local-tolerance,directory,m4/42-stud-rep/423-tox/4236-loc-tol,
234,,Study Report 1,m4-2-3-6-local-tolerance,file,m4/42-stud-rep/423-tox/4236-loc-tol/study-report-1.pdf,
235,,Study Report 2,m4-2-3-6-local-tolerance,file,m4/42-stud-rep/423-tox/4236-loc-tol/study-report-2.pdf,
236,,Study Report 3,m4-2-3-6-local-tolerance,file,m4/42-stud-rep/423-tox/4236-loc-tol/study-report-3.pdf,
237,4.2.3.7,Other Toxicity Studies (if available),m4-2-3-7-other-toxicity-studies,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud,
238,4.2.3.7.1,Antigenicity,m4-2-3-7-1-antigenicity,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42371-antigen,
239,,Study Report 1,m4-2-3-7-1-antigenicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42371-antigen/study-report-1.pdf,
240,,Study Report 2,m4-2-3-7-1-antigenicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42371-antigen/study-report-2.pdf,
241,,Study Report 3,m4-2-3-7-1-antigenicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42371-antigen/study-report-3.pdf,
242,4.2.3.7.2,Immunotoxicity,m4-2-3-7-2-immunotoxicity,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42372-immunotox,
243,,Study Report 1,m4-2-3-7-2-immunotoxicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42372-immunotox/study-report-1.pdf,
244,,Study Report 2,m4-2-3-7-2-immunotoxicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42372-immunotox/study-report-2.pdf,
245,,Study Report 3,m4-2-3-7-2-immunotoxicity,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42372-immunotox/study-report-3.pdf,
246,4.2.3.7.3,Mechanistic studies (if not included elsewhere),m4-2-3-7-3-mechanistic-studies,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42373-mechan-stud,
247,,Study Report 1,m4-2-3-7-3-mechanistic-studies,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42373-mechan-stud/study-report-1.pdf,
248,,Study Report 2,m4-2-3-7-3-mechanistic-studies,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42373-mechan-stud/study-report-2.pdf,
249,,Study Report 3,m4-2-3-7-3-mechanistic-studies,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42373-mechan-stud/study-report-3.pdf,
250,4.2.3.7.4,Dependence,m4-2-3-7-4-dependence,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42374-dep,
251,,Study Report 1,m4-2-3-7-4-dependence,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42374-dep/study-report-1.pdf,
252,,Study Report 2,m4-2-3-7-4-dependence,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42374-dep/study-report-2.pdf,
253,,Study Report 3,m4-2-3-7-4-dependence,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42374-dep/study-report-3.pdf,
254,4.2.3.7.5,Metabolites,m4-2-3-7-5-metabolites,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42375-metab,
255,,Study Report 1,m4-2-3-7-5-metabolites,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42375-metab/study-report-1.pdf,
256,,Study Report 2,m4-2-3-7-5-metabolites,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42375-metab/study-report-2.pdf,
257,,Study Report 3,m4-2-3-7-5-metabolites,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42375-metab/study-report-3.pdf,
258,4.2.3.7.6,Impurities,m4-2-3-7-6-impurities,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42376-imp,
259,,Study Report 1,m4-2-3-7-6-impurities,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42376-imp/study-report-1.pdf,
260,,Study Report 2,m4-2-3-7-6-impurities,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42376-imp/study-report-2.pdf,
261,,Study Report 3,m4-2-3-7-6-impurities,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42376-imp/study-report-3.pdf,
262,4.2.3.7.7,Other,m4-2-3-7-7-other,directory,m4/42-stud-rep/423-tox/4237-other-tox-stud/42377-other,
263,,Study Report 1,m4-2-3-7-7-other,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42377-other/study-report-1.pdf,
264,,Study Report 2,m4-2-3-7-7-other,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42377-other/study-report-2.pdf,
265,,Study Report 3,m4-2-3-7-7-other,file,m4/42-stud-rep/423-tox/4237-other-tox-stud/42377-other/study-report-3.pdf,
266,4.3,Literature References,m4-3-literature-references,directory,m4/43-lit-ref,"Copies of literature references should ordinarily be submitted as individual files (i.e., one for each reference)."
267,,Reference 1,m4-3-literature-references,file,m4/43-lit-ref/reference-1.pdf,
268,,Reference 2,m4-3-literature-references,file,m4/43-lit-ref/reference-2.pdf,
269,,Reference 3,m4-3-literature-references,file,m4/43-lit-ref/reference-3.pdf,
270,5,Clinical Study Reports,m5-clinical-study-reports,directory,m5,
271,5.2,Tabular Listing of all Clinical Studies,m5-2-tabular-listing-of-all-clinical-studies,directory,m5/52-tab-list,
272,5.2,Tabular Listing of all Clinical Studies,m5-2-tabular-listing-of-all-clinical-studies,file,m5/52-tab-list/tabular-listing.pdf,
273,5.3,Clinical Study Reports,m5-3-clinical-study-reports,directory,m5/53-clin-stud-rep,
274,5.3.1,Reports of Biopharmaceutic Studies,m5-3-1-reports-of-biopharmaceutic-studies,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud,
275,5.3.1.1,Bioavailability (BA) Study Reports,m5-3-1-1-bioavailability-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5311-ba-stud-rep,
276,,Study Report 1,m5-3-1-1-bioavailability-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5311-ba-stud-rep/study-report-1,"This comment is applicable to all study reports in Module 5. The applicants should ordinarily provide the study reports as multiple files (a synopsis, a main body and appropriate appendices). Appendices should be organized in accordance with the ICH E3 guideline, which describes the content and format of the clinical study report. In choosing the level of granularity for reports the applicant should consider that, when relevant information is changed at any point in the product's life cycle, replacements of complete files should be provided. A directory should be created for each study and the files associated with the study report should be organized within the directory. Individual studies and files do not have specific CTD numbers."
277,,Study Report 2,m5-3-1-1-bioavailability-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5311-ba-stud-rep/study-report-2,
278,,Study Report 3,m5-3-1-1-bioavailability-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5311-ba-stud-rep/study-report-3,
279,5.3.1.2,Comparative BA and Bioequivalence (BE) Study Reports,m5-3-1-2-comparative-ba-and-bioequivalence-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5312-compar-ba-be-stud-rep,
280,,Study Report 1,m5-3-1-2-comparative-ba-and-bioequivalence-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5312-compar-ba-be-stud-rep/study-report-1,
281,,Study Report 2,m5-3-1-2-comparative-ba-and-bioequivalence-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5312-compar-ba-be-stud-rep/study-report-2,
282,,Study Report 3,m5-3-1-2-comparative-ba-and-bioequivalence-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5312-compar-ba-be-stud-rep/study-report-3,
283,5.3.1.3,In vitro – In vivo Correlation Study Reports,m5-3-1-3-in-vitro-in-vivo-correlation-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5313-in-vitro-in-vivo-corr-stud-rep,
284,,Study Report 1,m5-3-1-3-in-vitro-in-vivo-correlation-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5313-in-vitro-in-vivo-corr-stud-rep/study-report-1,
285,,Study Report 2,m5-3-1-3-in-vitro-in-vivo-correlation-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5313-in-vitro-in-vivo-corr-stud-rep/study-report-2,
286,,Study Report 3,m5-3-1-3-in-vitro-in-vivo-correlation-study-reports,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5313-in-vitro-in-vivo-corr-stud-rep/study-report-3,
287,5.3.1.4,Reports of Bioanalytical and Analytical Methods for Human Studies,m5-3-1-4-reports-of-bioanalytical-and-analytical-methods-for-human-studies,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5314-bioanalyt-analyt-met,
288,,Study Report 1,m5-3-1-4-reports-of-bioanalytical-and-analytical-methods-for-human-studies,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5314-bioanalyt-analyt-met/study-report-1,
289,,Study Report 2,m5-3-1-4-reports-of-bioanalytical-and-analytical-methods-for-human-studies,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5314-bioanalyt-analyt-met/study-report-2,
290,,Study Report 3,m5-3-1-4-reports-of-bioanalytical-and-analytical-methods-for-human-studies,directory,m5/53-clin-stud-rep/531-rep-biopharm-stud/5314-bioanalyt-analyt-met/study-report-3,
291,5.3.2,Reports of Studies Pertinent to Pharmacokinetics using Human Biomaterials,m5-3-2-reports-of-studies-pertinent-to-pharmacokinetics-using-human-biomaterials,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat,
292,5.3.2.1,Plasma Protein Binding Study Reports,m5-3-2-1-plasma-protein-binding-study-reports,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5321-plasma-prot-bind-stud-rep,
293,,Study Report 1,m5-3-2-1-plasma-protein-binding-study-reports,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5321-plasma-prot-bind-stud-rep/study-report-1,
294,,Study Report 2,m5-3-2-1-plasma-protein-binding-study-reports,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5321-plasma-prot-bind-stud-rep/study-report-2,
295,,Study Report 3,m5-3-2-1-plasma-protein-binding-study-reports,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5321-plasma-prot-bind-stud-rep/study-report-3,
296,5.3.2.2,Reports of Hepatic Metabolism and Drug Interaction Studies,m5-3-2-2-reports-of-hepatic-metabolism-and-drug-interaction-studies,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5322-rep-hep-metab-interact-stud,
297,,Study Report 1,m5-3-2-2-reports-of-hepatic-metabolism-and-drug-interaction-studies,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5322-rep-hep-metab-interact-stud/study-report-1,
298,,Study Report 2,m5-3-2-2-reports-of-hepatic-metabolism-and-drug-interaction-studies,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5322-rep-hep-metab-interact-stud/study-report-2,
299,,Study Report 3,m5-3-2-2-reports-of-hepatic-metabolism-and-drug-interaction-studies,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5322-rep-hep-metab-interact-stud/study-report-3,
300,5.3.2.3,Reports of Studies Using Other Human Biomaterials,m5-3-2-3-reports-of-studies-using-other-human-biomaterials,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5323-stud-other-human-biomat,
301,,Study Report 1,m5-3-2-3-reports-of-studies-using-other-human-biomaterials,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5323-stud-other-human-biomat/study-report-1,
302,,Study Report 2,m5-3-2-3-reports-of-studies-using-other-human-biomaterials,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5323-stud-other-human-biomat/study-report-2,
303,,Study Report 3,m5-3-2-3-reports-of-studies-using-other-human-biomaterials,directory,m5/53-clin-stud-rep/532-rep-stud-pk-human-biomat/5323-stud-other-human-biomat/study-report-3,
304,5.3.3,Reports of Human Pharmacokinetic (PK) Studies,m5-3-3-reports-of-human-pharmacokinetics-pk-studies,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud,
305,5.3.3.1,Healthy Subject PK and Initial Tolerability Study Reports,m5-3-3-1-healthy-subject-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5331-healthy-subj-pk-init-tol-stud-rep,
306,,Study Report 1,m5-3-3-1-healthy-subject-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5331-healthy-subj-pk-init-tol-stud-rep/study-report-1,
307,,Study Report 2,m5-3-3-1-healthy-subject-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5331-healthy-subj-pk-init-tol-stud-rep/study-report-2,
308,,Study Report 3,m5-3-3-1-healthy-subject-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5331-healthy-subj-pk-init-tol-stud-rep/study-report-3,
309,5.3.3.2,Patient PK and Initial Tolerability Study Reports,m5-3-3-2-patient-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5332-patient-pk-init-tol-stud-rep,
310,,Study Report 1,m5-3-3-2-patient-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5332-patient-pk-init-tol-stud-rep/study-report-1,
311,,Study Report 2,m5-3-3-2-patient-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5332-patient-pk-init-tol-stud-rep/study-report-2,
312,,Study Report 3,m5-3-3-2-patient-pk-and-initial-tolerability-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5332-patient-pk-init-tol-stud-rep/study-report-3,
313,5.3.3.3,Intrinsic Factor PK Study Reports,m5-3-3-3-intrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5333-intrin-factor-pk-stud-rep,
314,,Study Report 1,m5-3-3-3-intrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5333-intrin-factor-pk-stud-rep/study-report-1,
315,,Study Report 2,m5-3-3-3-intrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5333-intrin-factor-pk-stud-rep/study-report-2,
316,,Study Report 3,m5-3-3-3-intrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5333-intrin-factor-pk-stud-rep/study-report-3,
317,5.3.3.4,Extrinsic Factor PK Study Reports,m5-3-3-4-extrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5334-extrin-factor-pk-stud-rep,
318,,Study Report 1,m5-3-3-4-extrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5334-extrin-factor-pk-stud-rep/study-report-1,
319,,Study Report 2,m5-3-3-4-extrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5334-extrin-factor-pk-stud-rep/study-report-2,
320,,Study Report 3,m5-3-3-4-extrinsic-factor-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5334-extrin-factor-pk-stud-rep/study-report-3,
321,5.3.3.5,Population PK Study Reports,m5-3-3-5-population-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5335-popul-pk-stud-rep,
322,,Study Report 1,m5-3-3-5-population-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5335-popul-pk-stud-rep/study-report-1,
323,,Study Report 2,m5-3-3-5-population-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5335-popul-pk-stud-rep/study-report-2,
324,,Study Report 3,m5-3-3-5-population-pk-study-reports,directory,m5/53-clin-stud-rep/533-rep-human-pk-stud/5335-popul-pk-stud-rep/study-report-3,
325,5.3.4,Reports of Human Pharmacodynamic (PD) Studies,m5-3-4-reports-of-human-pharmacodynamics-pd-studies,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud,
326,5.3.4.1,Healthy Subject PD and PK/PD Study Reports,m5-3-4-1-healthy-subject-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5341-healthy-subj-pd-stud-rep,
327,,Study Report 1,m5-3-4-1-healthy-subject-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5341-healthy-subj-pd-stud-rep/study-report-1,
328,,Study Report 2,m5-3-4-1-healthy-subject-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5341-healthy-subj-pd-stud-rep/study-report-2,
329,,Study Report 3,m5-3-4-1-healthy-subject-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5341-healthy-subj-pd-stud-rep/study-report-3,
330,5.3.4.2,Patient PD and PK/PD Study Reports,m5-3-4-2-patient-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5342-patient-pd-stud-rep,
331,,Study Report 1,m5-3-4-2-patient-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5342-patient-pd-stud-rep/study-report-1,
332,,Study Report 2,m5-3-4-2-patient-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5342-patient-pd-stud-rep/study-report-2,
333,,Study Report 3,m5-3-4-2-patient-pd-and-pk-pd-study-reports,directory,m5/53-clin-stud-rep/534-rep-human-pd-stud/5342-patient-pd-stud-rep/study-report-3,
334,5.3.5,Reports of Efficacy and Safety Studies,m5-3-5-reports-of-efficacy-and-safety-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud,
335,5.3.5,Reports of Efficacy and Safety Studies - Indication Name,m5-3-5-reports-of-efficacy-and-safety-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1,"The folder name should always include the indication being claimed, for example, 'asthma' (abbreviated if appropriate). Where there is more than one indication (e.g., asthma and migraine), then the first indication has a folder 'asthma' and the second 'migraine'. The ‘indication’ attribute in the backbone should be consistent with that used in the folder name but can be different. For example, an ‘indication’ attribute value of ‘Non-Small Cell Lung Cancer’ could be expressed as ‘NSCLC’ in the folder name. There is currently no standard terminology list for ‘indication’ and applicants should choose the ‘indication’ attributes carefully as they can not be easily changed during the life cycle of the application. The only way this can be accomplished currently is to delete all the leaf elements with the incorrect attribute value and provide new leaf elements for those files with the modified attribute value. Applicants should consult with the regional authority before attempting to modify these attributes to discuss the appropriateness of, and approach to be taken for, this type of change."
336,5.3.5.1,Study Reports of Controlled Clinical Studies Pertinent to the Claimed Indication,m5-3-5-1-study-reports-of-controlled-clinical-studies-pertinent-to-the-claimed-indication,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5351-stud-rep-contr,
337,,Study Report 1,m5-3-5-1-study-reports-of-controlled-clinical-studies-pertinent-to-the-claimed-indication,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5351-stud-rep-contr/study-report-1,
338,,Study Report 2,m5-3-5-1-study-reports-of-controlled-clinical-studies-pertinent-to-the-claimed-indication,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5351-stud-rep-contr/study-report-2,
339,,Study Report 3,m5-3-5-1-study-reports-of-controlled-clinical-studies-pertinent-to-the-claimed-indication,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5351-stud-rep-contr/study-report-3,
340,5.3.5.2,Study Reports of Uncontrolled Clinical Studies,m5-3-5-2-study-reports-of-uncontrolled-clinical-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5352-stud-rep-uncontr,
341,,Study Report 1,m5-3-5-2-study-reports-of-uncontrolled-clinical-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5352-stud-rep-uncontr/study-report-1,
342,,Study Report 2,m5-3-5-2-study-reports-of-uncontrolled-clinical-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5352-stud-rep-uncontr/study-report-2,
343,,Study Report 3,m5-3-5-2-study-reports-of-uncontrolled-clinical-studies,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5352-stud-rep-uncontr/study-report-3,
344,5.3.5.3,Reports of Analyses of Data from More than One Study,m5-3-5-3-reports-of-analyses-of-data-from-more-than-one-study,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5353-rep-analys-data-more-one-stud,
345,,Study Report 1,m5-3-5-3-reports-of-analyses-of-data-from-more-than-one-study,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5353-rep-analys-data-more-one-stud/study-report-1,
346,,Study Report 2,m5-3-5-3-reports-of-analyses-of-data-from-more-than-one-study,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5353-rep-analys-data-more-one-stud/study-report-2,
347,,Study Report 3,m5-3-5-3-reports-of-analyses-of-data-from-more-than-one-study,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5353-rep-analys-data-more-one-stud/study-report-3,
348,5.3.5.4,Other Study Reports,m5-3-5-4-other-study-reports,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5354-other-stud-rep,
349,,Study Report 1,m5-3-5-4-other-study-reports,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5354-other-stud-rep/study-report-1,
350,,Study Report 2,m5-3-5-4-other-study-reports,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5354-other-stud-rep/study-report-2,
351,,Study Report 3,m5-3-5-4-other-study-reports,directory,m5/53-clin-stud-rep/535-rep-effic-safety-stud/indication-1/5354-other-stud-rep/study-report-3,
352,5.3.6,Reports of Postmarketing Experience,m5-3-6-reports-of-postmarketing-experience,directory,m5/53-clin-stud-rep/536-postmark-exp,
353,5.3.7,Case Report Forms and Individual Patient Listings,m5-3-7-case-report-forms-and-individual-patient-listings,directory,m5/53-clin-stud-rep/537-crf-ipl,
354,,Study 1,m5-3-7-case-report-forms-and-individual-patient-listings,directory,m5/53-clin-stud-rep/537-crf-ipl/study-1,
355,,Document/Dataset 1,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-1/filename-1.pdf,The filename and extension should include the description of the file and appropriate file extension according to Appendix 2. Reference should be made to regional guidance for the acceptability of submission of datasets
356,,Document/Dataset 2,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-1/filename-2.pdf,
357,,Document/Dataset 3,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-1/filename-3.pdf,
358,,Study 2,m5-3-7-case-report-forms-and-individual-patient-listings,directory,m5/53-clin-stud-rep/537-crf-ipl/study-2,define element
359,,Document/Dataset 1,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-2/filename-1.pdf,
360,,Document/Dataset 2,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-2/filename-2.pdf,
361,,Document/Dataset 3,m5-3-7-case-report-forms-and-individual-patient-listings,file,m5/53-clin-stud-rep/537-crf-ipl/study-2/filename-3.pdf,
362,,Study 3,m5-3-7-case-report-forms-and-individual-patient-listings,directory,m5/53-clin-stud-rep/537-crf-ipl/study-3,define element
